X1,X2,X3,Y
5,24,8,16
5,24,9,16
5,24,10,19
5,24,11,22
5,24,12,21
5,24,13,19
5,24,14,18
5,24,15,20
5,24,16,23
5,24,17,22
5,24,18,23
5,24,19,22
5,24,20,24
5,1,1,7
5,1,2,10
5,1,3,12
5,1,4,14
5,1,5,10
5,1,6,12
5,1,7,14
5,1,8,14
5,1,9,18
5,1,10,16
5,1,11,19
5,1,12,20
5,1,13,22
5,1,14,19
5,1,15,21
5,1,16,22
5,1,17,22
5,1,18,23
5,1,19,23
5,1,20,23
5,2,1,7
5,2,2,10
5,2,3,12
5,2,4,12
5,2,5,10
5,2,6,13
5,2,7,17
5,2,8,18
5,2,9,18
5,2,10,17
5,2,11,19
5,2,12,20
5,2,13,21
5,2,14,20
5,2,15,19
5,2,16,22
5,2,17,22
5,2,18,21
5,2,19,22
5,2,20,23
6,12,1,20
6,12,2,20
6,12,3,20
6,12,4,23
6,12,5,20
6,12,6,24
6,12,7,21
6,12,8,24
6,12,9,24
6,12,10,26
6,12,11,24
6,12,12,25
6,12,13,23
6,12,14,25
6,12,15,27
6,12,16,26
6,12,17,26
6,12,18,26
6,12,19,26
6,12,20,27
6,13,1,20
6,13,2,20
6,13,3,24
6,13,4,22
6,13,5,20
6,13,6,24
6,13,7,21
6,13,8,23
6,13,9,23
6,13,10,24
6,13,11,24
6,13,12,25
6,13,13,26
6,13,14,25
6,13,15,25
6,13,16,27
6,13,17,26
6,13,18,25
6,13,19,25
6,13,20,26
6,14,1,19
6,14,2,21
6,14,3,20
6,14,4,22
6,14,5,21
6,14,6,22
6,14,7,24
6,14,8,21
6,14,9,24
6,14,10,25
6,14,11,25
6,14,12,25
6,14,13,25
6,14,14,25
6,14,15,24
6,14,16,28
6,14,17,25
6,14,18,25
6,14,19,26
6,14,20,27
6,15,1,19
6,15,2,21
6,15,3,23
6,15,4,22
6,15,5,23
6,15,6,23
6,15,7,23
6,15,8,22
6,15,9,25
6,15,10,24
6,15,11,25
6,15,12,25
6,15,13,26
6,15,14,25
6,15,15,23
6,15,16,27
6,15,17,26
6,15,18,26
6,15,19,27
6,15,20,27
6,16,1,19
6,16,2,20
6,16,3,20
6,16,4,22
6,16,5,22
6,16,6,22
6,16,7,22
6,16,8,23
6,16,9,25
6,16,10,23
6,16,11,24
6,16,12,25
6,16,13,23
6,16,14,25
6,16,15,25
6,16,16,25
6,16,17,26
6,16,18,26
6,16,19,26
6,16,20,26
6,17,1,18
6,17,2,17
6,17,3,17
6,17,4,20
6,17,5,21
6,17,6,22
6,17,7,19
6,17,8,20
6,17,9,23
6,17,10,23
6,17,11,23
6,17,12,24
6,17,13,25
6,17,14,23
6,17,15,22
6,17,16,25
6,17,17,25
6,17,18,24
6,17,19,25
6,17,20,24
6,18,1,4
6,18,2,9
6,18,3,12
6,18,4,10
6,18,5,11
6,18,6,15
6,18,7,12
6,18,8,15
6,18,9,12
6,18,10,16
6,18,11,18
6,18,12,20
6,18,13,18
6,18,14,17
6,18,15,20
6,18,16,21
6,18,17,22
6,18,18,22
6,18,19,20
6,18,20,23
6,19,1,8
6,19,2,5
6,19,3,11
6,19,4,9
6,19,5,11
6,19,6,14
6,19,7,13
6,19,8,12
6,19,9,16
6,19,10,14
6,19,11,20
6,19,12,20
6,19,13,18
6,19,14,18
6,19,15,20
6,19,16,22
6,19,17,22
6,19,18,23
6,19,19,21
6,19,20,25
6,20,1,8
6,20,2,10
6,20,3,13
6,20,4,12
6,20,5,12
6,20,6,17
6,20,7,14
6,20,8,13
6,20,9,17
6,20,10,18
6,20,11,19
6,20,12,21
6,20,13,20
6,20,14,20
6,20,15,21
6,20,16,20
6,20,17,24
6,20,18,23
6,20,19,23
6,20,20,22
6,21,1,8
6,21,2,11
6,21,3,10
6,21,4,11
6,21,5,8
6,21,6,17
6,21,7,15
6,21,8,17
6,21,9,15
6,21,10,20
6,21,11,22
6,21,12,20
6,21,13,21
6,21,14,20
6,21,15,18
6,21,16,24
6,21,17,23
6,21,18,23
6,21,19,23
6,21,20,22
6,22,1,10
6,22,2,4
6,22,3,7
6,22,4,10
6,22,5,9
6,22,6,12
6,22,7,12
6,22,8,15
6,22,9,18
6,22,10,16
6,22,11,17
6,22,12,17
6,22,13,18
6,22,14,18
6,22,15,18
6,22,16,23
6,22,17,22
6,22,18,21
6,22,19,22
6,22,20,22
6,23,1,9
6,23,2,8
6,23,3,11
6,23,4,11
6,23,5,11
6,23,6,16
6,23,7,14
6,23,8,14
6,23,9,18
6,23,10,17
6,23,11,20
6,23,12,20
6,23,13,21
6,23,14,20
6,23,15,20
6,23,16,24
6,23,17,23
6,23,18,23
6,23,19,24
6,23,20,21
6,24,1,10
6,24,2,14
6,24,3,12
6,24,4,12
6,24,5,14
6,24,6,17
6,24,7,14
6,24,8,13
6,24,9,17
6,24,10,17
6,24,11,20
6,24,12,21
6,24,13,19
6,24,14,19
6,24,15,22
6,24,16,23
6,24,17,22
6,24,18,22
6,24,19,22
6,24,20,23
6,1,1,10
6,1,2,10
6,1,3,9
6,1,4,11
6,1,5,13
6,1,6,13
6,1,7,12
6,1,8,14
6,1,9,18
6,1,10,18
6,1,11,18
6,1,12,20
6,1,13,21
6,1,14,20
6,1,15,20
6,1,16,22
6,1,17,24
6,1,18,23
6,1,19,23
6,1,20,22
6,2,1,10
6,2,2,11
6,2,3,13
6,2,4,14
6,2,5,12
6,2,6,15
6,2,7,16
6,2,8,15
6,2,9,19
6,2,10,17
6,2,11,19
6,2,12,21
6,2,13,22
6,2,14,19
6,2,15,19
6,2,16,23
6,2,17,22
6,2,18,21
6,2,19,23
6,2,20,24
